,1,2,3,4,5,6,7,8,9,10,11,12,13
1442,1080600685,2019/06/28 18:46:59,結案,PC,公園管理科一股,林雨靜,設施正常,東區,設施,設施正常,,巴克禮公園,經度:120.223904381704 緯度:22.9718748311672X_97坐標:170422.5 Y_97坐標:2541379.1
1443,1080600681,2019/06/28 16:25:25,結案,PC,公園管理科二股,戴佳男,路燈增設,東山區,照明不足,路燈增設,108/06/28,高原里,經度:120.486721929921 緯度:23.286440190594X_97坐標:197493.89 Y_97坐標:2576095.04
1444,1080600680,2019/06/28 16:22:31,結案,PC,公園管理科二股,戴佳男,路燈增設,東山區,照明不足,路燈增設,108/06/28,青山里,經度:120.468961677656 緯度:23.2796905566823X_97坐標:195674.32 Y_97坐標:2575354.13
1445,1080600679,2019/06/28 16:11:43,結案,PC,生源企業行,鄭誠達,植栽等其他妨礙行車安全狀況半車道,下營區,路面狀況,植栽等其他妨礙行車安全狀況半車道,,19K+500,經度:120.280482575772 緯度:23.1859104611037X_97坐標:176340.69 Y_97坐標:2565051.88
1446,1080600678,2019/06/28 14:44:52,包商退回,PC,原宏營造有限公司,李侑珊,水龍頭損壞,新營區,廁所,水龍頭損壞,108.06.28,兒童遊戲區,經度:120.314960912227 緯度:23.3100925877102X_97坐標:179935.37 Y_97坐標:2578787.01
1447,1080600677,2019/06/27 22:34:23,結案,PC,原宏營造有限公司,李坤展,路面坑洞,官田區,鋪面,路面坑洞,171線32K+600,171線32K+600,經度:120.373001293578 緯度:23.1884913849197X_97坐標:185813.64 Y_97坐標:2565293.87
1448,1080600676,2019/06/27 22:27:21,結案,PC,原宏營造有限公司,李坤展,路面坑洞,白河區,鋪面,路面坑洞,172線42K+800,172線42K+800,經度:120.504076127267 緯度:23.3424551689939X_97坐標:199290.43 Y_97坐標:2582291.97
1449,1080600675,2019/06/27 18:29:16,結案,PC,第一工務大隊,王雅欣,路面掏空,北區,鋪面,路面掏空,,北區開元路382號前快車道路面掏空搶修,經度:120.224752303903 緯度:23.0102562033226X_97坐標:170531.91 Y_97坐標:2545628.99
1450,1080600674,2019/06/27 16:25:28,結案,PC,公園管理科一股,林雨靜,設施正常,東區,設施,設施正常,,東區時代公園,經度:120.233066125873 緯度:22.991925353794X_97坐標:171373.55 Y_97坐標:2543594.55
1451,1080600673,2019/06/27 15:59:25,結案,PC,高陞園藝有限公司,黃靜宜,植栽等其他妨礙行車安全狀況半車道,新營區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道172線,市道172線(19K+800),經度:120.305407613333 緯度:23.3180302885111X_97坐標:178962.46 Y_97坐標:2579670.71
1452,1080600672,2019/06/27 14:31:37,結案,PC,公園管理科二股,戴佳男,路燈增設,佳里區,照明不足,路燈增設,108/06/27,六安里,經度:120.181677356202 緯度:23.1766817262707X_97坐標:166219.49 Y_97坐標:2564083.31
1453,1080600671,2019/06/27 14:13:52,結案,PC,公園管理科二股,戴佳男,路燈增設,佳里區,照明不足,路燈增設,108/06/27,佳里區,經度:120.180466723245 緯度:23.1746789200792X_97坐標:166094.29 Y_97坐標:2563862.21
1454,1080600670,2019/06/27 14:11:27,結案,PC,公園管理科二股,戴佳男,路燈增設,佳里區,照明不足,路燈增設,108/06/27,塭內里,經度:120.178553346549 緯度:23.1376753833636X_97坐標:165875.28 Y_97坐標:2559765.43
1455,1080600669,2019/06/27 13:59:41,完工登錄(至承辦),PC,第三工務大隊,郭振東,路樹修剪及運棄(裁剪),大內區,行道樹,路樹修剪及運棄(裁剪),178線20K+500,178山上區及大內交界有植栽倒在路邊處理,經度:120.34200257395 緯度:23.1206800183679X_97坐標:182606.27 Y_97坐標:2557798.44
1456,1080600668,2019/06/27 13:56:08,完工登錄(至承辦),PC,第三工務大隊,郭振東,路樹修剪及運棄(裁剪),龍崎區,行道樹,路樹修剪及運棄(裁剪),182+21K,182線21K處龍崎往內門方向路樹倒塌處理,經度:120.422623896673 緯度:22.9390538147689X_97坐標:190784.62 Y_97坐標:2537650.69
1457,1080600667,2019/06/27 13:53:40,完工登錄(至承辦),PC,第三工務大隊,郭振東,路樹修剪及運棄(疏剪),永康區,行道樹,路樹修剪及運棄(疏剪),,１７７線永大路三段91號前修樹,經度:120.261896346687 緯度:23.0203611521558X_97坐標:174345.21 Y_97坐標:2546728.35
1458,1080600666,2019/06/27 13:50:52,完工登錄(至承辦),PC,第三工務大隊,郭振東,不良木移除,永康區,行道樹,不良木移除,180線,１８０線崑大路枯木移除(棵),經度:120.25599004676 緯度:22.9996233831987X_97坐標:173728.14 Y_97坐標:2544434.92
1459,1080600665,2019/06/27 13:48:30,結案,PC,公園管理科二股,戴佳男,路燈增設,佳里區,照明不足,路燈增設,108/06/27,塭內里,經度:120.177855099102 緯度:23.1376293030342X_97坐標:165803.74 Y_97坐標:2559760.73
1460,1080600664,2019/06/27 13:45:11,完工登錄(至承辦),PC,第三工務大隊,郭振東,機關駐點、綠帶、公共設施、垃圾清潔、澆水,新化區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,180等市道,新化區域等各區,經度:120.364239264596 緯度:22.9643042772779X_97坐標:184808.66 Y_97坐標:2540471.56
1461,1080600663,2019/06/27 11:24:52,傳送派工單給包商,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,太平里第２處(農化高分22右2)增設附掛路燈,經度:120.307837935398 緯度:23.0504180794098X_97坐標:179070.07 Y_97坐標:2550033.84
1462,1080600662,2019/06/27 11:23:28,傳送派工單給包商,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,太平里第１處(農化高分22右6)增設附掛路燈,經度:120.308383472874 緯度:23.0516287098689X_97坐標:179126.61 Y_97坐標:2550167.64
1463,1080600661,2019/06/27 11:21:52,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,地政高分3-1旁增設附掛路燈,經度:120.29975698897 緯度:23.0559853803984X_97坐標:178244.89 Y_97坐標:2550654.3
1464,1080600660,2019/06/27 11:10:09,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,太平里黎仔尾化農高分22右21左2增設路掛路燈,經度:120.311158327819 緯度:23.0555361892289X_97坐標:179413.01 Y_97坐標:2550599.01
1465,1080600659,2019/06/27 11:08:26,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,全興里崙頂高幹24右13C1增設附掛路燈,經度:120.299391781503 緯度:23.0275430012568X_97坐標:178192.39 Y_97坐標:2547504.79
1466,1080600658,2019/06/27 11:04:55,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,全興里瓜瓜園旁(頂化高幹74右7)增設附掛路燈,經度:120.305181392076 緯度:23.0252467628461X_97坐標:178784.6 Y_97坐標:2547247.68
1467,1080600657,2019/06/27 11:02:35,傳送派工單給包商,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,"全興里座標23.0255429,120.3070800增設附掛路燈",經度:120.307073899989 緯度:23.0255157638429X_97坐標:178978.72 Y_97坐標:2547276.55
1468,1080600656,2019/06/27 10:57:13,傳送派工單給包商,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,羊林里(翔葉蘭園旁)羊林高分26右15旁增設自辦桿路燈,經度:120.360166345351 緯度:23.0614194647609X_97坐標:184437.96 Y_97坐標:2551227.71
1469,1080600655,2019/06/27 10:52:37,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,知義里(鋼管機旁)增設路燈,經度:120.309294319193 緯度:23.0221087847702X_97坐標:179204.53 Y_97坐標:2546898.19
1470,1080600654,2019/06/27 10:24:40,結案,PC,高陞園藝有限公司,黃靜宜,機關駐點、綠帶、公共設施、垃圾清潔、澆水,新營區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,市道172線,市道172線,經度:120.323705187241 緯度:23.3200885935763X_97坐標:180834.92 Y_97坐標:2579889.79
1471,1080600653,2019/06/27 10:19:00,結案,PC,高陞園藝有限公司,黃靜宜,植栽等其他妨礙行車安全狀況半車道,白河區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道172乙線,市道172乙線(1K+500),經度:120.473886526536 緯度:23.3414795624195X_97坐標:196203.01 Y_97坐標:2582194.84
1472,1080600652,2019/06/27 10:14:17,結案,PC,高陞園藝有限公司,黃靜宜,植栽等其他妨礙行車安全狀況半車道,白河區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道165線,市道165線南嘉交界處,經度:120.436246476532 緯度:23.4118680378828X_97坐標:192384.53 Y_97坐標:2590004.3
1473,1080600651,2019/06/27 10:09:24,結案,PC,高陞園藝有限公司,黃靜宜,植栽等其他妨礙行車安全狀況半車道,白河區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道165線,市道165線(5K+900),經度:120.437845861341 緯度:23.4089255164889X_97坐標:192546.72 Y_97坐標:2589677.8
1474,1080600650,2019/06/27 10:02:20,結案,PC,高陞園藝有限公司,黃靜宜,植栽等其他妨礙行車安全狀況半車道,白河區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道172線,市道172線麒麟隧道,經度:120.498003340953 緯度:23.3403737048466X_97坐標:198668.66 Y_97坐標:2582063.61
1475,1080600649,2019/06/27 09:43:29,結案,PC,第二工務大隊,李姵芳,行道樹正常,白河區,行道樹,行道樹正常,市道172甲線4.8K,市道172甲線4.8K,經度:120.406217788741 緯度:23.3543220847549X_97坐標:189289.32 Y_97坐標:2583643.84
1476,1080600648,2019/06/27 09:05:21,結案,PC,第二工務大隊,李姵芳,機關駐點、綠帶、公共設施、垃圾清潔、澆水,六甲區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,"市道165線,172線,172甲線,172乙線,175線及南106線等契約規定範圍","市道165線,172線,172甲線,172乙線,175線及南106線等契約規定範圍",經度:120.350547774444 緯度:23.2245602818692X_97坐標:183532.83 Y_97坐標:2569298.25
1477,1080600647,2019/06/26 23:06:47,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,東區,照明異常,路燈維修,,大同路二段603號後方,經度:120.215878004135 緯度:22.9682156789662X_97坐標:169597.31 Y_97坐標:2540978.26
1478,1080600646,2019/06/26 23:05:19,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,東區,照明異常,路燈維修,,仁東街9號,經度:120.234727400115 緯度:22.9698274700463X_97坐標:171531.11 Y_97坐標:2541146.55
1479,1080600645,2019/06/26 23:01:59,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,北區,照明異常,路燈維修,,北區東豐路 231.201.189.151.129.081.249.279.295.309.383.411.427.461,經度:120.226342083031 緯度:23.002043468906X_97坐標:170690.08 Y_97坐標:2544718.65
1480,1080600644,2019/06/26 22:59:35,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,安南區,照明異常,路燈維修,,安吉路二段511巷口,經度:120.191352820634 緯度:23.0671065987895X_97坐標:167142.86 Y_97坐標:2551943.17
1481,1080600643,2019/06/26 22:57:14,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,東區,照明異常,路燈維修,,崇仁街89號,經度:120.224372778395 緯度:22.983375255637X_97坐標:170477.26 Y_97坐標:2542652.4
1482,1080600642,2019/06/26 22:54:47,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,安南區,照明異常,路燈維修,,義安街70巷31號旁公園,經度:120.195109647038 緯度:23.031438174089X_97坐標:167506.09 Y_97坐標:2547991.08
1483,1080600641,2019/06/26 22:50:24,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,中西區,路燈,路燈正常,,中西區民權路二段254號前,經度:120.200462298086 緯度:22.995964894495X_97坐標:168033.28 Y_97坐標:2544059.74
1484,1080600640,2019/06/26 22:48:07,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,北區,照明不足,路燈增設,,西門路三段45巷42弄(白色光),經度:120.204028851887 緯度:23.0012199695601X_97坐標:168402.09 Y_97坐標:2544639.7
1485,1080600639,2019/06/26 22:45:42,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,北區,照明不足,路燈增設,,文賢路546巷40號旁(白色光),經度:120.195407502483 緯度:23.0075811016562X_97坐標:167522.11 Y_97坐標:2545348.96
1486,1080600638,2019/06/26 18:42:31,結案,PC,公園管理科二股,林芳瑜,混凝土結構,新營區,設施,混凝土結構,,遊戲區旁,經度:120.315423224278 緯度:23.3101574556348X_97坐標:179982.69 Y_97坐標:2578793.97
1487,1080600637,2019/06/26 17:38:11,結案,PC,第二工務大隊,李姵芳,路面狀況正常,東山區,路面狀況,路面狀況正常,市道165線18K,市道165線18K,經度:120.402953515671 緯度:23.3185139763052X_97坐標:188939.19 Y_97坐標:2579679.76
1488,1080600636,2019/06/26 17:18:40,結案,PC,第二工務大隊,李姵芳,植栽等其他妨礙行車安全狀況半車道,白河區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道172線40.2K,市道172線40.2K,經度:120.484626522012 緯度:23.3414451112697X_97坐標:197301.22 Y_97坐標:2582187.07
1489,1080600635,2019/06/26 15:05:36,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,仁安1街136號等41處,經度:120.175865514914 緯度:23.0513278148878X_97坐標:165546.05 Y_97坐標:2550204.66
1490,1080600634,2019/06/26 14:41:04,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,佳里區,鋪面,路面破(龜)裂,,佳里區.路面破裂.手孔調整及聲響共5件,經度:120.178113567817 緯度:23.1646207141185X_97坐標:165847.07 Y_97坐標:2562749.69
1491,1080600633,2019/06/26 14:12:28,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,佳里區,鋪面,路面破(龜)裂,,佳里區.路面破裂.手孔調整及試挖共5件,經度:120.178168273686 緯度:23.1637059994444X_97坐標:165852.1 Y_97坐標:2562648.36
1492,1080600632,2019/06/26 12:00:14,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,安南區,照明異常,路燈維修,,長和路一段845巷,經度:120.227593812602 緯度:23.0626738758527X_97坐標:170853.82 Y_97坐標:2551432.21
1493,1080600631,2019/06/26 11:54:54,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,安南區,照明異常,路燈維修,,生產路長東街口,經度:120.229382628303 緯度:22.9648907775037X_97坐標:170980.18 Y_97坐標:2540602.73
1494,1080600630,2019/06/26 11:43:41,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,北區,照明不足,路燈增設,,西門路三段45巷62弄(白色光),經度:120.201970226361 緯度:23.0019942374397X_97坐標:168191.51 Y_97坐標:2544726.59
1495,1080600629,2019/06/26 11:41:23,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,北區,照明不足,路燈增設,,西門路三段45巷50弄(白色光),經度:120.200942689432 緯度:23.0020119930058X_97坐標:168086.18 Y_97坐標:2544729.13
1496,1080600628,2019/06/26 11:37:05,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,北區,照明不足,路燈增設,,公園北路100號後(白色光),經度:120.210048553253 緯度:23.0047581346386X_97坐標:169021.33 Y_97坐標:2545028.18
1497,1080600627,2019/06/26 10:14:27,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,本原街一段97巷92號對面,經度:120.1984260728 緯度:23.0493492753592X_97坐標:167856.87 Y_97坐標:2549972.71
1498,1080600626,2019/06/26 10:11:58,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,安南區,照明不足,路燈增設,,開安路35號旁右側A1台電桿,經度:120.222335463375 緯度:23.0458730653243X_97坐標:170305.1 Y_97坐標:2549574.53
1499,1080600625,2019/06/26 10:09:40,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,海中街77巷36號旁,經度:120.183504226905 緯度:23.0397207651649X_97坐標:166321.7 Y_97坐標:2548914.89
1500,1080600624,2019/06/26 09:43:42,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,安南區,照明不足,路燈增設,,海佃路1段158巷162號對面公園旁,經度:120.197386897495 緯度:23.0251140539313X_97坐標:167735.66 Y_97坐標:2547289.46
1501,1080600623,2019/06/26 09:31:37,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,安豐二街與育安三街交叉口,經度:120.216067645022 緯度:23.0494508150118X_97坐標:169664.87 Y_97坐標:2549974.16
1502,1080600622,2019/06/26 09:14:50,結案,PC,旭晟實業有限公司,吳雅琪,路燈增設,安南區,照明不足,路燈增設,,海環街437巷17號左前方台電桿(海尾21),經度:120.181166133767 緯度:23.0406409406983X_97坐標:166082.64 Y_97坐標:2549018.13
1503,1080600621,2019/06/26 09:02:30,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,東區,照明異常,路燈維修,,崇德15街63號,經度:120.229422017433 緯度:22.9702088548254X_97坐標:170987.31 Y_97坐標:2541191.63
1504,1080600620,2019/06/25 21:43:56,已派工,PC,億興土木包工業,吳慶興,水溝,白河區,排水設施,水溝,172線41K+900,172線41K+900,經度:120.500977193724 緯度:23.3405708546012X_97坐標:198972.83 Y_97坐標:2582084.39
1505,1080600619,2019/06/25 20:58:08,結案,PC,原宏營造有限公司,李坤展,路面坑洞,麻豆區,鋪面,路面坑洞,171線12k+400,171線12k+400,經度:120.207562588662 緯度:23.2060269088728X_97坐標:168887.46 Y_97坐標:2567318.42
1506,1080600618,2019/06/25 15:11:42,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,南區,路燈,路燈正常,,台南市南區德興路47之1號,經度:120.192276815803 緯度:22.966229861278X_97坐標:167175.96 Y_97坐標:2540771.47
1507,1080600617,2019/06/25 14:50:09,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,南區,路燈,路燈正常,,台南市南區鹽埕路159巷64號,經度:120.187397010256 緯度:22.9694426846175X_97坐標:166677.53 Y_97坐標:2541130.02
1508,1080600615,2019/06/25 14:18:29,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,南區,路燈,路燈正常,,南區華南地下道第二次加強,經度:120.206445326882 緯度:22.9676063512363X_97坐標:168629.69 Y_97坐標:2540915.98
1509,1080600614,2019/06/25 14:03:29,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,南區,路燈,路燈正常,,南區大林路55巷6號,經度:120.212990710243 緯度:22.975545522797X_97坐標:169305.59 Y_97坐標:2541791.55
1510,1080600613,2019/06/25 12:03:56,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,安南區,照明異常,路燈維修,,北安2街與安中2街,經度:120.204490372959 緯度:23.0356070412964X_97坐標:168470.08 Y_97坐標:2548447.49
1511,1080600612,2019/06/25 12:02:10,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,公學路1段121巷51弄35號,經度:120.205848462224 緯度:23.0780172513794X_97坐標:168634.77 Y_97坐標:2553143.29
1512,1080600611,2019/06/25 10:35:44,結案,PC,公園管理科二股,蘇豊欽,路燈增設,歸仁區,照明不足,路燈增設,,高鐵鐵馬步道燈改景觀燈17盞、巷口鐵桿1盞,經度:120.273354220118 緯度:22.9557081485X_97坐標:175484.21 Y_97坐標:2539562.87
1513,1080600610,2019/06/25 10:35:09,結案,PC,公園管理科二股,戴佳男,路燈增設,下營區,照明不足,路燈增設,108/06/25,大吉里,經度:120.250411208519 緯度:23.2293131543602X_97坐標:173286.85 Y_97坐標:2569873.94
1514,1080600609,2019/06/25 10:34:50,結案,PC,公園管理科二股,蘇豊欽,路燈增設,永康區,照明不足,路燈增設,,永大路三段469巷30弄28號增設路燈,經度:120.258026192524 緯度:23.0396315080136X_97坐標:173959.32 Y_97坐標:2548864.35
1515,1080600608,2019/06/25 10:32:03,結案,PC,公園管理科二股,戴佳男,路燈增設,新營區,照明不足,路燈增設,108/06/25,中營里,經度:120.328051521627 緯度:23.3106222345447X_97坐標:181274.57 Y_97坐標:2578839.39
1516,1080600607,2019/06/25 10:25:06,結案,PC,公園管理科二股,戴佳男,路燈增設,白河區,照明不足,路燈增設,108/06/25,六溪里,經度:120.462657744425 緯度:23.3165246317857X_97坐標:195044.54 Y_97坐標:2579435.53
1517,1080600606,2019/06/25 10:20:53,結案,PC,公園管理科二股,戴佳男,路燈增設,柳營區,照明不足,路燈增設,108/06/25,大農里,經度:120.347946724971 緯度:23.287434162298X_97坐標:183297.91 Y_97坐標:2576262.19
1518,1080600605,2019/06/25 10:08:48,結案,PC,公園管理科二股,戴佳男,路燈增設,柳營區,照明不足,路燈增設,108/06/25,八翁里,經度:120.302393980589 緯度:23.264654562951X_97坐標:178625.78 Y_97坐標:2573761.22
1519,1080600603,2019/06/25 09:00:49,結案,PC,公園管理科二股,戴佳男,路燈增設,六甲區,照明不足,路燈增設,108/06/25,甲東里,經度:120.345613781219 緯度:23.2352979701295X_97坐標:183033.21 Y_97坐標:2570489.62
1520,1080600602,2019/06/25 08:50:00,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,安和路5段276巷2號,經度:120.217068675825 緯度:23.0681990629415X_97坐標:169778.57 Y_97坐標:2552049.81
1521,1080600601,2019/06/25 08:45:49,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,中西區,路燈,路燈正常,,環河街129巷37號對面及西側,經度:120.189378759995 緯度:22.9968642206488X_97坐標:166897.52 Y_97坐標:2544165.57
1522,1080600600,2019/06/25 08:39:25,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,中西區,照明異常,路燈維修,,中西區湖美二街106巷46弄1號對面開關箱,經度:120.182379036514 緯度:23.0030253275117X_97坐標:166183.7 Y_97坐標:2544851.84
1523,1080600599,2019/06/25 08:33:31,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,南區,路燈,路燈正常,,萬年路406巷265號以南,經度:120.190619177688 緯度:22.9370728630164X_97坐標:166988.19 Y_97坐標:2537543.56
1524,1080600598,2019/06/25 08:22:57,結案,PC,公園管理科二股,戴佳男,路燈增設,六甲區,照明不足,路燈增設,108/06/25,甲東里,經度:120.357555949188 緯度:23.2345210826539X_97坐標:184254.97 Y_97坐標:2570398.13
1525,1080600597,2019/06/25 08:07:22,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,南區,路燈,路燈正常,,華南地下道,經度:120.206551945903 緯度:22.9676680190399X_97坐標:168640.66 Y_97坐標:2540922.75
1526,1080600596,2019/06/25 00:28:10,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,南區,照明異常,路燈維修,,南區新興路489號,經度:120.188501384311 緯度:22.9749552781227X_97坐標:166794.15 Y_97坐標:2541739.86
1527,1080600595,2019/06/25 00:26:05,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,南區,路燈,路燈正常,,新興路265巷46號對面240980,經度:120.193826296565 緯度:22.9755843070078X_97坐標:167340.54 Y_97坐標:2541806.51
1528,1080600594,2019/06/25 00:22:06,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,城西街3段1030巷編號121299,經度:120.079204514381 緯度:23.0560716716439X_97坐標:155643.37 Y_97坐標:2550789.08
1529,1080600593,2019/06/25 00:16:26,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,中西區,照明異常,路燈維修,,武聖路69巷40弄2號前,經度:120.191105664055 緯度:23.004335980343X_97坐標:167079.13 Y_97坐標:2544992.02
1530,1080600592,2019/06/25 00:07:22,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,中西區,照明異常,路燈維修,,中西區光賢里中華西路580巷21弄33號路燈編號2050,經度:120.187315343062 緯度:23.0027706218444X_97坐標:166689.6 Y_97坐標:2544820.82
1531,1080600591,2019/06/25 00:04:16,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,東區,照明異常,路燈維修,,自由路一段125號,經度:120.236273421562 緯度:22.9683324783965X_97坐標:171688.78 Y_97坐標:2540980.17
1532,1080600590,2019/06/25 00:02:24,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,中西區,照明異常,路燈維修,,青年路與民權路一段交叉口,經度:120.207715887357 緯度:22.9921470053418X_97坐標:168774.65 Y_97坐標:2543632.91
1533,1080600589,2019/06/25 00:00:02,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,東區,路燈,路燈正常,,衛民街276號,經度:120.206922093019 緯度:22.993539454473X_97坐標:168694.1 Y_97坐標:2543787.55
1534,1080600588,2019/06/24 23:57:12,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,中西區,照明異常,路燈維修,,中西區湖美二街106巷46弄1號,經度:120.182699694598 緯度:23.0029718991097X_97坐標:166216.54 Y_97坐標:2544845.74
1535,1080600587,2019/06/24 23:54:27,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,南區,照明異常,路燈維修,,新建路55巷2號,經度:120.185395975319 緯度:22.9654895884044X_97坐標:166469.91 Y_97坐標:2540693.39
1536,1080600586,2019/06/24 23:52:33,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,南區,照明異常,路燈維修,,新建路53巷1號,經度:120.185404310257 緯度:22.9660190681378X_97坐標:166471.09 Y_97坐標:2540752.02
1537,1080600585,2019/06/24 23:49:52,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,南區,照明異常,路燈維修,,南區萬年6街145號,經度:120.184689799532 緯度:22.9322008097923X_97坐標:166377.04 Y_97坐標:2537007.39
1538,1080600584,2019/06/24 23:46:13,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,安南區,照明異常,路燈維修,,海佃路2段509巷80號邊巷北邊反光鏡後,經度:120.185083469997 緯度:23.0415443111051X_97坐標:166484.68 Y_97坐標:2549115.93
1539,1080600583,2019/06/24 23:42:56,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安南區,路燈,路燈正常,,媽祖宮五街10號在鹿耳門天后宮後面停車場邊,經度:120.124759667828 緯度:23.0379245304177X_97坐標:160299.78 Y_97坐標:2548750.76
1540,1080600582,2019/06/24 23:29:45,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,南區,照明異常,路燈維修,,南區南和路上交通警察大隊旁邊,經度:120.186721006187 緯度:22.958582370591X_97坐標:166601.55 Y_97坐標:2539927.73
1541,1080600581,2019/06/24 23:26:49,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,東區,照明異常,路燈維修,,大同路二段61巷2號,經度:120.212942040411 緯度:22.980530474304X_97坐標:169303.56 Y_97坐標:2542343.61
1542,1080600580,2019/06/24 21:51:39,結案,PC,原宏營造有限公司,李坤展,水溝,白河區,排水設施,水溝,172線35K+700,172線35K+700,經度:120.445077956689 緯度:23.3476231454389X_97坐標:193259.78 Y_97坐標:2582886.2
1543,1080600579,2019/06/24 21:01:15,結案,PC,原宏營造有限公司,李坤展,路面坑洞,柳營區,鋪面,路面坑洞,南316線3K+600、南318線0K+800、1K+700,南316線3K+600、南318線0K+800、1K+700,經度:120.331379907291 緯度:23.2793152804307X_97坐標:181599 Y_97坐標:2575370.81
1544,1080600578,2019/06/24 20:00:45,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,北區,路燈,路燈正常,,和緯路五段入(賢北國小旁),經度:120.17848696298 緯度:23.0067393054666X_97坐標:165787 Y_97坐標:2545265.36
1545,1080600577,2019/06/24 19:38:22,結案,PC,旭晟實業有限公司,吳雅琪,路燈維修,安平區,照明異常,路燈維修,,建平十三街58號,經度:120.182297757074 緯度:22.99551593284X_97坐標:166170.73 Y_97坐標:2544020.29
1546,1080600576,2019/06/24 19:37:00,結案,PC,旭晟實業有限公司,吳雅琪,路燈正常,安平區,路燈,路燈正常,,建平十三街56號,經度:120.182355281789 緯度:22.9954874237548X_97坐標:166176.61 Y_97坐標:2544017.1
