,觀測時間(day),測站氣壓(hPa),海平面氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),露點溫度(℃),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),降水時數(hour),最大十分鐘降水量(mm),最大十分鐘降水量起始時間(LST),最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間(LST),日照時數(hour),日照率(%),全天空日射量(MJ/㎡),能見度(km),A型蒸發量(mm),日最高紫外線指數,日最高紫外線指數時間(LST),總雲量(0~10)
3737,20100327,1018.7,1019.8,1021.2,2010-03-27 08:17,1016.4,2010-03-27 16:08,19.3,26.3,2010-03-27 14:03,13.9,2010-03-27 05:10,11.3,61,40,2010-03-27 11:54,2.7,360,9.9,360,2010-03-27 17:19,0.0,0.0,0.0,...,0.0,...,9.2,75.4,15.77,...,...,...,...,...
3738,20100328,1017.6,1018.8,1019.4,2010-03-28 08:48,1015.4,2010-03-28 15:30,20.2,25.8,2010-03-28 13:38,15.7,2010-03-28 06:25,12.0,61,43,2010-03-28 15:00,3.5,360,10.8,340,2010-03-28 13:55,0.0,0.0,0.0,...,0.0,...,5.3,43.4,11.81,...,...,...,...,...
3739,20100329,1018.0,1019.2,1019.7,2010-03-29 21:43,1015.9,2010-03-29 14:38,21.2,28.1,2010-03-29 12:54,15.7,2010-03-29 06:10,11.9,56,37,2010-03-29 12:53,2.2,360,7.1,350,2010-03-29 15:35,0.0,0.0,0.0,...,0.0,...,8.3,67.8,15.12,...,...,...,...,...
3740,20100330,1017.5,1018.6,1019.5,2010-03-30 09:50,1015.4,2010-03-30 15:57,21.7,26.6,2010-03-30 12:23,18.6,2010-03-30 05:12,15.4,68,48,2010-03-30 11:26,2.2,360,6.7,300,2010-03-30 11:52,0.0,0.0,0.0,...,0.0,...,5.4,44.0,12.17,...,...,...,...,...
3741,20100331,1015.3,1016.4,1018.2,2010-03-31 00:06,1013.1,2010-03-31 16:14,23.4,29.6,2010-03-31 12:25,18.8,2010-03-31 05:02,14.7,60,39,2010-03-31 12:04,1.9,310,8.7,290,2010-03-31 12:25,0.0,0.0,0.0,...,0.0,...,8.3,67.5,15.21,...,...,...,...,...
3742,20100401,1012.6,1013.7,1014.6,2010-04-01 00:01,1010.5,2010-04-01 14:59,25.2,30.5,2010-04-01 11:36,20.4,2010-04-01 04:28,17.5,63,42,2010-04-01 11:36,2.7,130,12.1,210,2010-04-01 13:58,0.0,0.0,0.0,...,0.0,...,10.2,82.9,16.62,...,...,...,...,...
3743,20100402,1013.3,1014.4,1016.2,2010-04-02 23:35,1010.7,2010-04-02 02:25,23.3,28.7,2010-04-02 12:27,18.7,2010-04-02 23:49,17.3,69,53,2010-04-02 12:27,3.8,10,10.1,360,2010-04-02 15:10,0.0,0.0,0.0,...,0.0,...,3.6,29.2,10.78,...,...,...,...,...
3744,20100403,1015.8,1016.9,1017.8,2010-04-03 09:55,1013.5,2010-04-03 15:50,21.1,26.6,2010-04-03 15:28,17.5,2010-04-03 04:00,14.9,68,54,2010-04-03 13:35,3.1,360,7.6,360,2010-04-03 00:42,0.0,0.0,0.0,...,0.0,...,2.8,22.7,10.25,...,...,...,...,...
3745,20100404,1013.3,1014.4,1015.9,2010-04-04 00:09,1010.5,2010-04-04 16:34,22.3,27.7,2010-04-04 15:05,19.2,2010-04-04 05:48,16.9,72,56,2010-04-04 12:13,3.2,10,8.4,340,2010-04-04 16:18,0.0,0.0,0.0,...,0.0,...,4.9,39.6,12.39,...,...,...,...,...
3746,20100405,1011.3,1012.4,1013.2,2010-04-05 07:19,1009.5,2010-04-05 15:33,23.4,28.7,2010-04-05 11:00,20.0,2010-04-05 03:15,17.7,71,53,2010-04-05 10:52,2.8,350,9.2,340,2010-04-05 12:46,0.0,0.0,0.0,...,0.0,...,5.6,45.2,12.38,...,...,...,...,...
3747,20100406,1011.6,1012.7,1013.6,2010-04-06 23:42,1008.9,2010-04-06 15:54,24.1,28.7,2010-04-06 15:18,21.1,2010-04-06 03:34,19.1,74,59,2010-04-06 15:20,2.2,340,8.4,360,2010-04-06 20:08,0.0,0.0,0.0,...,0.0,...,0.2,1.6,6.49,...,...,...,...,...
3748,20100407,1014.9,1016.0,1017.6,2010-04-07 21:01,1012.7,2010-04-07 02:44,21.9,27.6,2010-04-07 13:44,18.7,2010-04-07 23:53,16.4,72,58,2010-04-07 13:44,3.5,350,8.8,10,2010-04-07 06:28,3.5,0.6,1.0,2010-04-07 00:09,2.0,2010-04-07 00:01,3.8,30.5,12.29,...,...,...,...,...
3749,20100408,1013.7,1014.8,1016.3,2010-04-08 00:04,1010.6,2010-04-08 15:58,19.4,24.2,2010-04-08 11:23,17.0,2010-04-08 18:18,14.1,72,59,2010-04-08 10:54,2.6,20,9.2,30,2010-04-08 18:43,0.0,0.0,0.0,...,0.0,...,0.0,0.0,3.08,...,...,...,...,...
3750,20100409,1011.5,1012.6,1013.5,2010-04-09 00:39,1008.6,2010-04-09 15:06,21.5,28.5,2010-04-09 12:12,16.9,2010-04-09 05:32,15.9,72,51,2010-04-09 11:41,3.5,340,10.2,30,2010-04-09 01:37,0.0,0.0,0.0,...,0.0,...,11.1,88.9,20.12,...,...,...,...,...
3751,20100410,1011.1,1012.2,1013.1,2010-04-10 07:12,1008.3,2010-04-10 16:33,24.0,32.2,2010-04-10 12:08,18.3,2010-04-10 02:21,16.6,65,37,2010-04-10 12:07,2.2,30,10.2,240,2010-04-10 16:25,0.0,0.0,0.0,...,0.0,...,10.4,83.1,18.48,...,...,...,...,...
3752,20100411,1008.9,1010.0,1011.0,2010-04-11 00:01,1006.2,2010-04-11 15:43,26.7,32.4,2010-04-11 13:19,22.4,2010-04-11 05:37,19.1,64,46,2010-04-11 12:23,3.4,180,14.2,200,2010-04-11 14:41,0.0,0.0,0.0,...,0.0,...,9.5,75.8,15.16,...,...,...,...,...
3753,20100412,1009.9,1011.0,1011.3,2010-04-12 07:46,1008.2,2010-04-12 17:18,27.9,34.1,2010-04-12 13:31,23.0,2010-04-12 05:45,19.2,61,42,2010-04-12 10:45,2.3,170,8.3,250,2010-04-12 13:25,0.0,0.0,0.0,...,0.0,...,10.9,86.8,18.13,...,...,...,...,...
3754,20100413,1013.3,1014.4,1016.7,2010-04-13 23:30,1010.8,2010-04-13 00:02,26.0,34.3,2010-04-13 13:05,20.4,2010-04-13 23:54,18.9,66,44,2010-04-13 13:05,3.9,340,9.3,300,2010-04-13 14:02,0.0,0.0,0.0,...,0.0,...,9.9,78.7,17.85,...,...,...,...,...
3755,20100414,1015.1,1016.2,1017.2,2010-04-14 08:36,1012.0,2010-04-14 15:17,22.6,28.2,2010-04-14 13:17,19.0,2010-04-14 05:37,16.0,67,51,2010-04-14 13:03,4.9,360,10.7,360,2010-04-14 02:27,0.0,0.0,0.0,...,0.0,...,10.2,80.9,17.50,...,...,...,...,...
3756,20100415,1015.2,1016.3,1018.9,2010-04-15 22:17,1013.2,2010-04-15 16:15,19.9,24.7,2010-04-15 14:14,15.6,2010-04-15 22:51,14.9,73,55,2010-04-15 14:03,5.1,360,12.9,360,2010-04-15 14:58,1.0,0.6,0.5,2010-04-15 21:03,0.5,2010-04-15 20:13,2.3,18.2,10.03,...,...,...,...,...
3757,20100416,1017.4,1018.6,1018.7,2010-04-16 08:19,1015.4,2010-04-16 01:55,18.7,23.1,2010-04-16 13:35,15.1,2010-04-16 02:44,13.5,72,59,2010-04-16 13:21,3.4,350,9.4,360,2010-04-16 14:32,0.0,0.0,0.0,...,0.0,...,0.5,4.0,9.00,...,...,...,...,...
3758,20100417,1017.8,1018.9,1019.5,2010-04-17 11:05,1016.4,2010-04-17 16:21,21.1,25.6,2010-04-17 13:38,17.4,2010-04-17 03:04,15.5,71,56,2010-04-17 12:45,2.9,10,8.2,350,2010-04-17 18:10,0.0,0.0,0.0,...,0.0,...,0.0,0.0,6.78,...,...,...,...,...
3759,20100418,1015.2,1016.3,1017.7,2010-04-18 09:04,1012.1,2010-04-18 17:43,22.9,26.7,2010-04-18 14:56,19.5,2010-04-18 02:54,18.0,75,59,2010-04-18 15:21,2.7,360,7.8,360,2010-04-18 01:02,0.0,0.0,0.0,...,0.0,...,0.3,2.4,6.63,...,...,...,...,...
3760,20100419,1011.1,1012.2,1013.1,2010-04-19 00:01,1008.6,2010-04-19 15:29,26.3,31.6,2010-04-19 12:11,20.8,2010-04-19 06:00,20.4,71,51,2010-04-19 11:53,3.2,200,12.1,180,2010-04-19 15:42,0.0,0.0,0.0,...,0.0,...,10.5,82.6,16.86,...,...,...,...,...
3761,20100420,1010.1,1011.2,1011.7,2010-04-20 09:35,1008.2,2010-04-20 15:41,27.1,31.9,2010-04-20 14:14,24.2,2010-04-20 04:52,21.4,71,57,2010-04-20 11:46,2.9,220,10.4,220,2010-04-20 11:25,0.0,0.0,0.0,...,0.0,...,10.1,79.3,18.36,...,...,...,...,...
3762,20100421,1009.8,1010.9,1011.9,2010-04-21 09:09,1007.4,2010-04-21 16:33,28.2,33.1,2010-04-21 12:28,24.0,2010-04-21 03:21,21.0,66,46,2010-04-21 12:28,3.9,150,14.0,170,2010-04-21 15:28,0.0,0.0,0.0,...,0.0,...,9.8,76.9,18.98,...,...,...,...,...
3763,20100422,1010.5,1011.6,1013.3,2010-04-22 21:00,1008.5,2010-04-22 04:05,28.6,33.5,2010-04-22 12:21,25.0,2010-04-22 05:43,20.6,63,41,2010-04-22 11:06,2.8,220,8.9,260,2010-04-22 13:41,0.0,0.0,0.0,...,0.0,...,11.4,89.3,19.31,...,...,...,...,...
3764,20100423,1013.2,1014.3,1015.7,2010-04-23 21:09,1010.0,2010-04-23 03:00,20.0,26.9,2010-04-23 00:38,16.9,2010-04-23 19:54,16.8,82,68,2010-04-23 00:15,3.6,360,11.9,10,2010-04-23 05:53,33.5,2.9,10.5,2010-04-23 05:55,15.0,2010-04-23 05:50,0.0,0.0,0.20,...,...,...,...,...
3765,20100424,1015.3,1016.4,1017.0,2010-04-24 21:15,1013.3,2010-04-24 02:17,20.0,22.4,2010-04-24 17:06,17.3,2010-04-24 00:01,15.4,75,65,2010-04-24 08:34,1.4,10,4.4,340,2010-04-24 19:51,0.5,0.1,0.5,2010-04-24 10:25,0.5,2010-04-24 10:25,0.0,0.0,1.75,...,...,...,...,...
3766,20100425,1015.9,1017.0,1017.8,2010-04-25 21:56,1013.8,2010-04-25 15:59,22.7,28.0,2010-04-25 11:47,18.8,2010-04-25 03:30,16.7,69,50,2010-04-25 15:14,2.3,350,7.0,330,2010-04-25 13:43,0.0,0.0,0.0,...,0.0,...,7.9,61.6,16.91,...,...,...,...,...
3767,20100426,1014.7,1015.8,1016.7,2010-04-26 00:02,1013.1,2010-04-26 15:24,24.3,30.9,2010-04-26 12:45,20.3,2010-04-26 05:43,17.5,67,44,2010-04-26 14:02,2.7,10,8.4,350,2010-04-26 17:11,0.0,0.0,0.0,...,0.0,...,7.6,59.1,16.58,...,...,...,...,...
3768,20100427,1013.4,1014.5,1015.1,2010-04-27 11:39,1011.7,2010-04-27 16:37,23.8,27.4,2010-04-27 14:35,21.5,2010-04-27 06:06,17.4,67,59,2010-04-27 14:54,2.7,350,7.8,20,2010-04-27 08:31,0.0,0.0,0.0,...,0.0,...,0.4,3.1,7.16,...,...,...,...,...
3769,20100428,1012.8,1013.9,1014.3,2010-04-28 09:06,1011.3,2010-04-28 17:20,23.7,24.7,2010-04-28 10:45,22.4,2010-04-28 14:23,19.3,76,65,2010-04-28 00:01,1.4,360,6.8,360,2010-04-28 14:04,T,0.2,T,2010-04-28 14:01,T,2010-04-28 14:01,0.0,0.0,4.34,...,...,...,...,...
3770,20100429,1013.6,1014.7,1016.6,2010-04-29 22:22,1011.4,2010-04-29 15:15,24.2,28.1,2010-04-29 12:41,22.0,2010-04-29 05:04,19.3,75,57,2010-04-29 15:34,2.3,360,7.3,30,2010-04-29 08:20,0.5,0.6,0.5,2010-04-29 09:38,0.5,2010-04-29 09:30,0.4,3.1,7.52,...,...,...,...,...
3771,20100430,1015.3,1016.4,1017.1,2010-04-30 04:56,1012.8,2010-04-30 16:15,21.9,26.0,2010-04-30 14:40,17.9,2010-04-30 05:04,16.7,73,59,2010-04-30 14:55,2.4,330,12.7,360,2010-04-30 00:50,5.5,1.2,1.5,2010-04-30 04:46,4.0,2010-04-30 04:28,1.3,10.1,7.67,...,...,...,...,...
3772,20100501,1013.9,1015.0,1015.9,2010-05-01 10:14,1011.6,2010-05-01 16:29,24.0,29.2,2010-05-01 11:53,19.8,2010-05-01 05:20,16.8,65,46,2010-05-01 13:22,2.1,320,8.5,340,2010-05-01 12:39,0.0,0.0,0.0,...,0.0,...,8.1,62.5,17.06,...,...,...,...,...
3773,20100502,1011.3,1012.4,1013.2,2010-05-02 08:58,1009.0,2010-05-02 16:08,25.1,30.5,2010-05-02 14:54,21.3,2010-05-02 04:51,17.4,64,38,2010-05-02 12:10,2.1,310,7.6,360,2010-05-02 12:09,0.0,0.0,0.0,...,0.0,...,8.1,62.4,16.01,...,...,...,...,...
3774,20100503,1010.6,1011.7,1012.3,2010-05-03 08:11,1008.7,2010-05-03 15:59,25.7,30.1,2010-05-03 12:11,22.4,2010-05-03 03:48,19.0,67,47,2010-05-03 13:10,1.9,320,8.5,320,2010-05-03 15:53,0.0,0.0,0.0,...,0.0,...,9.0,69.3,17.89,...,...,...,...,...
3775,20100504,1008.8,1009.9,1010.5,2010-05-04 00:02,1006.7,2010-05-04 16:03,26.1,30.6,2010-05-04 13:51,23.3,2010-05-04 05:20,19.3,67,52,2010-05-04 13:01,2.1,310,7.6,290,2010-05-04 14:06,0.0,0.0,0.0,...,0.0,...,9.0,69.2,16.60,...,...,...,...,...
3776,20100505,1007.4,1008.5,1009.3,2010-05-05 22:14,1005.7,2010-05-05 15:26,27.9,32.5,2010-05-05 13:08,23.9,2010-05-05 05:04,20.4,64,51,2010-05-05 10:00,3.4,210,12.7,210,2010-05-05 14:25,0.0,0.0,0.0,...,0.0,...,9.3,71.4,17.49,...,...,...,...,...
3777,20100506,1007.6,1008.7,1009.2,2010-05-06 08:48,1005.7,2010-05-06 16:39,28.0,31.6,2010-05-06 12:53,25.8,2010-05-06 05:09,21.8,69,55,2010-05-06 13:20,2.6,230,9.4,210,2010-05-06 12:23,0.0,0.0,0.0,...,0.0,...,3.1,23.8,12.05,...,...,...,...,...
3778,20100507,1006.8,1007.9,1008.3,2010-05-07 09:09,1005.1,2010-05-07 02:41,28.1,31.5,2010-05-07 12:13,25.9,2010-05-07 22:50,22.1,70,56,2010-05-07 09:34,2.3,310,7.5,240,2010-05-07 13:00,0.0,0.0,0.0,...,0.0,...,1.1,8.4,9.82,...,...,...,...,...
3779,20100508,1005.8,1006.9,1007.7,2010-05-08 08:39,1003.7,2010-05-08 15:39,28.4,33.3,2010-05-08 14:02,25.0,2010-05-08 02:02,22.6,71,54,2010-05-08 13:53,2.1,240,7.6,280,2010-05-08 16:24,0.0,0.0,0.0,...,0.0,...,4.8,36.7,12.50,...,...,...,...,...
3780,20100509,1005.2,1006.3,1006.7,2010-05-09 21:58,1002.8,2010-05-09 16:39,29.3,34.7,2010-05-09 13:14,26.3,2010-05-09 06:58,21.7,65,43,2010-05-09 14:36,2.1,280,8.1,260,2010-05-09 16:33,0.0,0.0,0.0,...,0.0,...,8.7,66.4,18.65,...,...,...,...,...
3781,20100510,1006.3,1007.4,1009.3,2010-05-10 20:53,1003.5,2010-05-10 03:20,28.7,35.0,2010-05-10 12:04,24.7,2010-05-10 23:27,20.8,63,43,2010-05-10 11:23,2.7,350,10.6,310,2010-05-10 12:26,0.0,0.0,0.0,...,0.0,...,9.6,73.2,18.57,...,...,...,...,...
3782,20100511,1009.9,1011.0,1011.6,2010-05-11 22:07,1007.8,2010-05-11 01:32,26.8,32.8,2010-05-11 13:24,23.4,2010-05-11 04:05,19.9,66,52,2010-05-11 13:06,2.6,360,8.0,320,2010-05-11 14:39,0.0,0.0,0.0,...,0.0,...,6.5,49.5,16.21,...,...,...,...,...
3783,20100512,1010.6,1011.7,1012.0,2010-05-12 08:56,1008.8,2010-05-12 15:06,27.2,32.8,2010-05-12 13:08,23.2,2010-05-12 05:26,19.7,65,48,2010-05-12 13:08,2.7,300,7.3,320,2010-05-12 11:56,0.0,0.0,0.0,...,0.0,...,8.8,66.9,17.92,...,...,...,...,...
3784,20100513,1009.5,1010.6,1011.1,2010-05-13 00:01,1007.8,2010-05-13 15:18,27.7,33.1,2010-05-13 12:14,24.4,2010-05-13 01:40,20.4,65,47,2010-05-13 12:14,2.2,10,9.1,300,2010-05-13 14:12,0.0,0.0,0.0,...,0.0,...,7.5,57.0,16.33,...,...,...,...,...
3785,20100514,1008.3,1009.4,1010.0,2010-05-14 08:40,1006.2,2010-05-14 16:20,26.8,33.4,2010-05-14 11:41,23.5,2010-05-14 23:47,20.5,69,50,2010-05-14 11:40,3.6,360,9.7,360,2010-05-14 14:20,0.0,0.0,0.0,...,0.0,...,9.7,73.6,18.00,...,...,...,...,...
3786,20100515,1008.4,1009.5,1009.7,2010-05-15 10:43,1006.8,2010-05-15 15:48,25.9,30.7,2010-05-15 13:44,22.8,2010-05-15 03:18,20.1,71,55,2010-05-15 13:59,3.3,10,8.3,350,2010-05-15 12:33,0.0,0.0,0.0,...,0.0,...,3.4,25.8,12.16,...,...,...,...,...
3787,20100516,1009.3,1010.4,1010.9,2010-05-16 08:18,1007.3,2010-05-16 15:30,25.7,31.9,2010-05-16 14:07,22.0,2010-05-16 05:55,20.2,73,52,2010-05-16 15:30,4.3,360,9.9,330,2010-05-16 16:30,0.0,0.0,0.0,...,0.0,...,7.8,59.0,16.31,...,...,...,...,...
3788,20100517,1009.8,1010.9,1011.0,2010-05-17 09:23,1008.5,2010-05-17 15:42,27.5,33.6,2010-05-17 13:15,24.0,2010-05-17 00:01,21.3,70,47,2010-05-17 13:21,2.1,10,7.5,250,2010-05-17 13:28,0.0,0.0,0.0,...,0.0,...,9.1,68.8,17.79,...,...,...,...,...
3789,20100518,1009.2,1010.3,1010.5,2010-05-18 07:34,1007.1,2010-05-18 17:43,28.4,34.3,2010-05-18 12:28,25.3,2010-05-18 05:43,21.7,67,47,2010-05-18 12:13,2.3,250,8.9,220,2010-05-18 13:27,0.0,0.0,0.0,...,0.0,...,11.2,84.6,19.50,...,...,...,...,...
3790,20100519,1009.1,1010.2,1010.7,2010-05-19 09:02,1007.1,2010-05-19 15:04,28.6,34.2,2010-05-19 11:50,25.0,2010-05-19 05:49,21.7,67,50,2010-05-19 11:49,2.4,240,9.1,240,2010-05-19 16:06,0.0,0.0,0.0,...,0.0,...,10.5,79.2,20.52,...,...,...,...,...
3791,20100520,1009.9,1011.0,1011.1,2010-05-20 22:05,1008.5,2010-05-20 06:43,28.7,32.7,2010-05-20 12:25,24.8,2010-05-20 05:17,21.6,66,53,2010-05-20 09:10,2.5,240,8.9,230,2010-05-20 12:31,0.0,0.0,0.0,...,0.0,...,6.8,51.2,15.82,...,...,...,...,...
3792,20100521,1008.8,1009.9,1010.7,2010-05-21 07:10,1006.4,2010-05-21 23:49,29.4,34.2,2010-05-21 11:56,26.4,2010-05-21 04:06,22.0,65,50,2010-05-21 09:58,2.1,250,8.9,240,2010-05-21 12:03,0.0,0.0,0.0,...,0.0,...,10.2,76.8,19.88,...,...,...,...,...
3793,20100522,1005.7,1006.8,1008.0,2010-05-22 08:30,1003.5,2010-05-22 19:16,29.9,34.2,2010-05-22 12:28,26.3,2010-05-22 05:09,22.1,64,46,2010-05-22 12:26,3.3,210,10.7,210,2010-05-22 13:32,0.0,0.0,0.0,...,0.0,...,8.5,63.9,18.78,...,...,...,...,...
3794,20100523,1002.6,1003.7,1004.6,2010-05-23 00:01,1001.5,2010-05-23 15:54,26.8,29.2,2010-05-23 00:01,24.2,2010-05-23 12:40,23.4,82,68,2010-05-23 02:23,4.3,150,14.2,200,2010-05-23 10:29,69.5,X,11.5,2010-05-23 20:39,24.0,2010-05-23 12:14,0.0,0.0,0.55,...,...,...,...,...
3795,20100524,1004.8,1005.9,1007.0,2010-05-24 21:53,1002.1,2010-05-24 03:04,26.6,30.6,2010-05-24 12:53,24.0,2010-05-24 06:46,21.8,76,59,2010-05-24 12:50,2.1,230,7.6,220,2010-05-24 15:17,0.0,0.0,0.0,...,0.0,...,1.1,8.3,9.72,...,...,...,...,...
3796,20100525,1006.6,1007.7,1008.6,2010-05-25 22:00,1004.9,2010-05-25 03:54,28.4,32.6,2010-05-25 11:07,24.6,2010-05-25 05:30,21.1,65,51,2010-05-25 11:08,2.1,310,7.8,320,2010-05-25 13:46,0.0,0.0,0.0,...,0.0,...,8.1,60.7,18.34,...,...,...,...,...
3797,20100526,1007.5,1008.6,1009.2,2010-05-26 22:12,1005.9,2010-05-26 14:14,28.3,33.2,2010-05-26 13:56,25.1,2010-05-26 05:21,21.6,67,52,2010-05-26 13:47,1.9,10,7.3,270,2010-05-26 14:53,0.0,0.0,0.0,...,0.0,...,1.6,12.0,10.05,...,...,...,...,...
3798,20100527,1008.3,1009.4,1009.7,2010-05-27 22:18,1006.8,2010-05-27 16:11,29.7,34.2,2010-05-27 14:01,26.7,2010-05-27 06:00,21.3,62,43,2010-05-27 12:26,3.0,210,11.5,190,2010-05-27 13:08,0.0,0.0,0.0,...,0.0,...,7.0,52.4,17.36,...,...,...,...,...
3799,20100528,1007.3,1008.4,1009.1,2010-05-28 00:01,1005.5,2010-05-28 16:31,27.2,30.1,2010-05-28 11:33,25.2,2010-05-28 23:57,22.8,77,65,2010-05-28 11:46,4.6,170,14.3,190,2010-05-28 20:43,13.5,3.1,4.0,2010-05-28 21:38,5.5,2010-05-28 20:48,0.1,0.7,6.87,...,...,...,...,...
3800,20100529,1006.3,1007.4,1007.7,2010-05-29 10:12,1004.6,2010-05-29 15:05,26.6,30.4,2010-05-29 14:22,24.2,2010-05-29 02:21,22.8,80,66,2010-05-29 13:10,2.1,280,11.3,240,2010-05-29 00:07,16.5,2.4,3.0,2010-05-29 00:30,13.5,2010-05-29 00:21,0.6,4.5,8.95,...,...,...,...,...
3801,20100530,1004.8,1005.9,1006.5,2010-05-30 21:33,1003.5,2010-05-30 16:15,25.1,26.5,2010-05-30 00:01,22.9,2010-05-30 21:53,22.8,88,78,2010-05-30 01:22,1.9,130,7.0,150,2010-05-30 07:42,31.0,5.7,5.0,2010-05-30 09:51,8.5,2010-05-30 09:01,0.0,0.0,1.43,...,...,...,...,...
3802,20100531,1005.6,1006.7,1007.3,2010-05-31 21:33,1003.9,2010-05-31 15:43,25.2,29.9,2010-05-31 15:27,22.1,2010-05-31 05:50,19.8,73,53,2010-05-31 15:59,2.7,360,7.3,340,2010-05-31 16:10,T,0.1,T,2010-05-31 01:05,T,2010-05-31 01:05,4.3,32.1,13.76,...,...,...,...,...
3803,20100601,1007.0,1008.1,1008.9,2010-06-01 22:08,1005.6,2010-06-01 04:21,26.7,30.8,2010-06-01 12:03,23.9,2010-06-01 00:08,19.9,67,54,2010-06-01 12:25,2.2,360,7.3,280,2010-06-01 13:39,0.0,0.0,0.0,...,0.0,...,6.8,50.7,14.95,...,...,...,...,...
3804,20100602,1007.5,1008.6,1009.2,2010-06-02 21:04,1006.2,2010-06-02 14:07,25.0,29.4,2010-06-02 13:20,22.1,2010-06-02 22:00,18.7,69,55,2010-06-02 13:45,3.1,360,9.0,360,2010-06-02 18:05,1.5,0.4,0.5,2010-06-02 18:37,1.0,2010-06-02 18:21,0.9,6.7,9.29,...,...,...,...,...
3805,20100603,1007.4,1008.5,1008.6,2010-06-03 00:01,1006.2,2010-06-03 16:51,23.1,24.6,2010-06-03 12:47,21.9,2010-06-03 01:43,20.0,82,76,2010-06-03 00:02,2.9,360,7.0,20,2010-06-03 11:55,10.0,3.0,0.5,2010-06-03 07:52,2.0,2010-06-03 16:12,0.0,0.0,3.53,...,...,...,...,...
3806,20100604,1006.2,1007.3,1007.3,2010-06-04 10:16,1005.2,2010-06-04 16:43,24.6,27.7,2010-06-04 11:45,22.9,2010-06-04 23:57,20.4,78,71,2010-06-04 09:43,4.5,10,13.1,360,2010-06-04 20:35,0.5,0.6,0.5,2010-06-04 00:56,0.5,2010-06-04 00:06,1.5,11.2,9.20,...,...,...,...,...
3807,20100605,1005.8,1006.9,1007.0,2010-06-05 07:20,1004.6,2010-06-05 15:16,25.0,29.1,2010-06-05 12:49,22.2,2010-06-05 02:40,19.6,72,63,2010-06-05 12:21,3.5,350,9.1,360,2010-06-05 16:09,0.0,0.0,0.0,...,0.0,...,1.5,11.2,11.58,...,...,...,...,...
3808,20100606,1006.6,1007.7,1008.5,2010-06-06 22:38,1005.1,2010-06-06 15:32,25.9,31.0,2010-06-06 13:52,22.0,2010-06-06 03:25,19.9,70,56,2010-06-06 12:25,3.0,350,9.2,330,2010-06-06 14:05,0.0,0.0,0.0,...,0.0,...,9.6,71.4,19.48,...,...,...,...,...
3809,20100607,1008.6,1009.7,1010.2,2010-06-07 21:15,1007.4,2010-06-07 04:15,26.9,31.5,2010-06-07 12:46,22.9,2010-06-07 05:58,20.0,67,50,2010-06-07 14:24,1.9,10,8.6,240,2010-06-07 13:49,0.0,0.0,0.0,...,0.0,...,9.6,71.3,17.83,...,...,...,...,...
3810,20100608,1008.9,1010.0,1010.7,2010-06-08 07:39,1007.5,2010-06-08 16:01,27.6,31.7,2010-06-08 14:16,24.8,2010-06-08 06:02,20.5,66,54,2010-06-08 13:59,1.6,300,7.7,310,2010-06-08 15:20,0.0,0.0,0.0,...,0.0,...,7.1,52.7,16.15,...,...,...,...,...
3811,20100609,1008.0,1009.1,1009.9,2010-06-09 22:29,1006.1,2010-06-09 16:18,28.9,33.1,2010-06-09 13:08,25.6,2010-06-09 05:38,20.7,62,47,2010-06-09 13:24,2.4,220,10.4,190,2010-06-09 13:18,0.0,0.0,0.0,...,0.0,...,6.7,49.7,15.58,...,...,...,...,...
3812,20100610,1007.7,1008.8,1008.9,2010-06-10 09:04,1006.1,2010-06-10 16:06,28.1,31.7,2010-06-10 11:00,25.8,2010-06-10 17:34,22.6,72,56,2010-06-10 10:42,3.0,210,10.6,230,2010-06-10 17:19,1.5,0.2,1.0,2010-06-10 17:21,1.5,2010-06-10 17:18,0.9,6.7,9.19,...,...,...,...,...
3813,20100611,1007.9,1009.0,1009.1,2010-06-11 21:42,1006.7,2010-06-11 03:56,26.7,28.4,2010-06-11 12:26,24.5,2010-06-11 05:17,22.8,79,72,2010-06-11 16:35,2.4,240,9.6,260,2010-06-11 04:48,17.0,1.5,9.0,2010-06-11 04:46,11.5,2010-06-11 04:16,0.1,0.7,5.31,...,...,...,...,...
3814,20100612,1007.5,1008.6,1008.5,2010-06-12 09:54,1006.6,2010-06-12 13:05,27.5,30.7,2010-06-12 10:38,26.1,2010-06-12 01:57,23.1,77,65,2010-06-12 10:03,2.2,150,8.1,270,2010-06-12 12:24,3.0,0.7,1.0,2010-06-12 12:33,2.0,2010-06-12 14:28,1.2,8.9,7.53,...,...,...,...,...
3815,20100613,1007.9,1009.0,1009.3,2010-06-13 10:51,1006.3,2010-06-13 03:53,25.2,27.2,2010-06-13 00:20,24.1,2010-06-13 13:20,23.1,88,79,2010-06-13 00:19,2.4,130,9.6,170,2010-06-13 12:26,76.0,5.8,13.0,2010-06-13 10:45,31.0,2010-06-13 10:12,0.0,0.0,0.99,...,...,...,...,...
